cidade,categoria,ofensor
Volta Redonda,Canal Indisponivel,GLOBO HD
Volta Redonda,Canal Indisponivel,MEGAPIX HD
Volta Redonda,Canal Indisponivel,TODO O LINEUP
Volta Redonda,Canal Indisponivel,PREMIERE 7
Volta Redonda,Canal Indisponivel,TV ABERTA
Volta Redonda,Canal Indisponivel,AXN HD
Volta Redonda,Canal Indisponivel,DISC. HOME & HEALTH
Volta Redonda,Canal Indisponivel,FX HD
Volta Redonda,Canal Indisponivel,MAX UP HD
Volta Redonda,Canal Indisponivel,PREMIERE 4
Volta Redonda,Canal Indisponivel,SONY HD
Volta Redonda,Canal Indisponivel,TNT
Volta Redonda,Canal Indisponivel,ANIMAL PLANET
Volta Redonda,Canal Indisponivel,CULTURA HD
Volta Redonda,Canal Indisponivel,FOX SPORTS2
Volta Redonda,Canal Indisponivel,MAX PRIME HD
Volta Redonda,Canal Indisponivel,PLAYBOY TV
Volta Redonda,Canal Indisponivel,SHOPTIME.COM
Volta Redonda,Canal Indisponivel,THE HISTORY CHANNEL HD
Volta Redonda,Canal Indisponivel,#NOME?
Volta Redonda,Canal Indisponivel,CNT
Volta Redonda,Canal Indisponivel,FOX SPORTS HD
Volta Redonda,Canal Indisponivel,MAX
Volta Redonda,Canal Indisponivel,PARAMOUNT
Volta Redonda,Canal Indisponivel,SEXTREME
Volta Redonda,Canal Indisponivel,TELECINE TOUCH
Volta Redonda,Canal Indisponivel,CINEMAX HD
Volta Redonda,Canal Indisponivel,FOX
Volta Redonda,Canal Indisponivel,ID HD
Volta Redonda,Canal Indisponivel,NOVO TEMPO
Volta Redonda,Canal Indisponivel,RIT TV
Volta Redonda,Canal Indisponivel,TELECINE PIPOCA HD
Volta Redonda,Canal Indisponivel,CARTOON HD
Volta Redonda,Canal Indisponivel,ESPN  
Volta Redonda,Canal Indisponivel,HBO2
Volta Redonda,Canal Indisponivel,NHK
Volta Redonda,Canal Indisponivel,REDE TV!
Volta Redonda,Canal Indisponivel,TELECINE FUN
Volta Redonda,Canal Indisponivel,WARNER
Volta Redonda,Canal Indisponivel,CANAL UNIVERSITÁRIO
Volta Redonda,Canal Indisponivel,ESPN BRASIL
Volta Redonda,Canal Indisponivel,HBO PLUSe
Volta Redonda,Canal Indisponivel,EI MAXX HD
Volta Redonda,Canal Indisponivel,NET MÚSICA
Volta Redonda,Canal Indisponivel,REDE GOSPEL
Volta Redonda,Canal Indisponivel,TELECINE ACTION HD
Volta Redonda,Canal Indisponivel,VIVA
Volta Redonda,Canal Indisponivel,CANAL DE VENDAS NET 
Volta Redonda,Canal Indisponivel,DISNEY XD
Volta Redonda,Canal Indisponivel,HBO HD
Volta Redonda,Canal Indisponivel,NET CIDADE SP
Volta Redonda,Canal Indisponivel,RECORD NEWS
Volta Redonda,Canal Indisponivel,TBS
Volta Redonda,Canal Indisponivel,UNIVERSAL TV HD
Volta Redonda,Canal Indisponivel,BOOMERANG
Volta Redonda,Canal Indisponivel,DISNEY CHANNEL
Volta Redonda,Canal Indisponivel,HBO
Volta Redonda,Canal Indisponivel,NATIONAL GEOGRAPHIC
Volta Redonda,Canal Indisponivel,PRIVATE
Volta Redonda,Canal Indisponivel,SPORTV3 HD
Volta Redonda,Canal Indisponivel,TV5 MONDE
Volta Redonda,Canal Indisponivel,BIS
Volta Redonda,Canal Indisponivel,DISCOVERY SCIENCE
Volta Redonda,Canal Indisponivel,GLOOB HD
Volta Redonda,Canal Indisponivel,MULTIshow_ HD
Volta Redonda,Canal Indisponivel,PREMIERE INTERATIVO
Volta Redonda,Canal Indisponivel,SPORTV2
Volta Redonda,Canal Indisponivel,TV KOREA
Volta Redonda,Canal Indisponivel,BAND
Volta Redonda,Canal Indisponivel,DISCOVERY HD THEATER
Volta Redonda,Canal Indisponivel,GLOBO NEWS HD
Volta Redonda,Canal Indisponivel,MTV
Volta Redonda,Canal Indisponivel,PREMIERE CLUBES
Volta Redonda,Canal Indisponivel,SPACE HD
Volta Redonda,Canal Indisponivel,TV CAMARA
Volta Redonda,Canal Indisponivel,BAND NEWS
Volta Redonda,Canal Indisponivel,DISCOVERY
Volta Redonda,Canal Indisponivel,GLITZ
Volta Redonda,Canal Indisponivel,MEGAPIX
Volta Redonda,Canal Indisponivel,PREMIERE 6
Volta Redonda,Canal Indisponivel,TOONCAST
Volta Redonda,Canal Indisponivel,AXN
Volta Redonda,Canal Indisponivel,CURTA!
Volta Redonda,Canal Indisponivel,FX
Volta Redonda,Canal Indisponivel,MAX UP
Volta Redonda,Canal Indisponivel,PREMIERE 2
Volta Redonda,Canal Indisponivel,SONY
Volta Redonda,Canal Indisponivel,TLC HD SIMULCAST
Volta Redonda,Canal Indisponivel,A&E
Volta Redonda,Canal Indisponivel,COMEDY CENTRAL
Volta Redonda,Canal Indisponivel,FOX SPORTS 
Volta Redonda,Canal Indisponivel,MAX PRIME
Volta Redonda,Canal Indisponivel,PLAY TV
Volta Redonda,Canal Indisponivel,SHOPBUY
Volta Redonda,Canal Indisponivel,THE HISTORY CHANNEL
Volta Redonda,Canal Indisponivel,NOW
Volta Redonda,Canal Indisponivel,CNN INTERNATIONAL
Volta Redonda,Canal Indisponivel,FOX LIFE
Volta Redonda,Canal Indisponivel,LIFETIME
Volta Redonda,Canal Indisponivel,OFF HD
Volta Redonda,Canal Indisponivel,SBT  
Volta Redonda,Canal Indisponivel,TELECINE PREMIUM HD
Volta Redonda,Canal Indisponivel,CINEMAX
Volta Redonda,Canal Indisponivel,FOR MAN
Volta Redonda,Canal Indisponivel,ID
Volta Redonda,Canal Indisponivel,NICKELODEON
Volta Redonda,Canal Indisponivel,REDETV! HD
Volta Redonda,Canal Indisponivel,TELECINE PIPOCA
Volta Redonda,Canal Indisponivel,CARTOON GAMES - INTERATIVO
Volta Redonda,Canal Indisponivel,ESPN HD
Volta Redonda,Canal Indisponivel,HBO SIGNATURE HD
Volta Redonda,Canal Indisponivel,NET TV HD
Volta Redonda,Canal Indisponivel,REDE PLENITUDE
Volta Redonda,Canal Indisponivel,TELECINE CULT HD
Volta Redonda,Canal Indisponivel,WARNER HD
Volta Redonda,Canal Indisponivel,CANAL RURAL
Volta Redonda,Canal Indisponivel,E! 
Volta Redonda,Canal Indisponivel,HBO PLUS HD
Volta Redonda,Canal Indisponivel,NET INTERATIVA
Volta Redonda,Canal Indisponivel,REDE 21
Volta Redonda,Canal Indisponivel,TELECINE ACTION
Volta Redonda,Canal Indisponivel,VH1 MEGAHITS
Volta Redonda,Canal Indisponivel,CANAL BRASIL HD
Volta Redonda,Canal Indisponivel,DISNEY JUNIOR
Volta Redonda,Canal Indisponivel,HBO FAMILY HD
Volta Redonda,Canal Indisponivel,NBR
Volta Redonda,Canal Indisponivel,RECORD HD
Volta Redonda,Canal Indisponivel,SYFY
Volta Redonda,Canal Indisponivel,UNIVERSAL CHANNEL
Volta Redonda,Canal Indisponivel,BLOOMBERG
Volta Redonda,Canal Indisponivel,DISCOVERY TURBO HD
Volta Redonda,Canal Indisponivel,GNT HD
Volta Redonda,Canal Indisponivel,NATGEO WILD HD
Volta Redonda,Canal Indisponivel,PRIME BOX BRAZIL
Volta Redonda,Canal Indisponivel,SPORTV3
Volta Redonda,Canal Indisponivel,TV SENADO
Volta Redonda,Canal Indisponivel,BBC WORLD NEWS
Volta Redonda,Canal Indisponivel,DISCOVERY KIDS HD
Volta Redonda,Canal Indisponivel,GLOOB
Volta Redonda,Canal Indisponivel,MULTIshow_
Volta Redonda,Canal Indisponivel,PREMIERE HD2
Volta Redonda,Canal Indisponivel,SPORTV HD
Volta Redonda,Canal Indisponivel,TV JUSTIÇA
Volta Redonda,Canal Indisponivel,BAND SPORTS HD
Volta Redonda,Canal Indisponivel,DISCOVERY HD
Volta Redonda,Canal Indisponivel,GLOBO NEWS
Volta Redonda,Canal Indisponivel,MIX TV
Volta Redonda,Canal Indisponivel,PREMIERE 8
Volta Redonda,Canal Indisponivel,TV BRASIL
Volta Redonda,Canal Indisponivel,BAND HD
Volta Redonda,Canal Indisponivel,DISC. HOME & HEALTH HD
Volta Redonda,Canal Indisponivel,GAZETA
Volta Redonda,Canal Indisponivel,MEGA TV
Volta Redonda,Canal Indisponivel,PREMIERE 5
Volta Redonda,Canal Indisponivel,SPACE
Volta Redonda,CMTS,CMTS
Volta Redonda,Energia,Não Definido
Volta Redonda,HeadEnd,DCM
Volta Redonda,Infra Estrutura,DCM
Volta Redonda,Infra Estrutura,REDE-HFC
Volta Redonda,Infra Estrutura,QUEDA DE ENERGIA - HEADEND
Volta Redonda,Infra Estrutura,NETFONE
Volta Redonda,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Volta Redonda,Links,VRDSC/RSDVV/DP*V/0002
Volta Redonda,Links,RSDVV/VRDSC/DP*V/0003
Volta Redonda,Links,Dcn Padtec
Volta Redonda,Links,Peering VRD x RSD
Volta Redonda,Links,VRD/IP/02499 - IPV6
Volta Redonda,Links,VRD/IP/02540 - IPV6
Volta Redonda,Links,VRD/IP/02495
Volta Redonda,Links,MULTCAST
Volta Redonda,Links,VRDSC/RSDVV/DP*V/0002
Volta Redonda,Links,INTERCONEXAO VOLTA REDONDA x RESENDE
Volta Redonda,Links,TERRA
Volta Redonda,Links,INSTAGRAM
Volta Redonda,Links,VRD/IP/03813
Volta Redonda,Links,RSD X VRD
Volta Redonda,Links,VRD SC RSD VV DP*V 0002
Volta Redonda,Links,VRD/IP/02558
Volta Redonda,Links,RSDVV/VRDSC/DP*V/0001
Volta Redonda,Links,BACKBONE
Volta Redonda,Links,GPON
Volta Redonda,Links,PEERING/CDN/VRDXRSD
Volta Redonda,Links,VRD/IP/02498 - IPV6
Volta Redonda,Links,VRD/IP/02536 - IPV6
Volta Redonda,Links,VRD/IP/02496
Volta Redonda,Links,YOUTUBE
Volta Redonda,Links,RJOENIT/VRDSCIT/1G/001
Volta Redonda,Links,PTT
Volta Redonda,Links,VRD/IP/03893
Volta Redonda,Links,VRDSC/RSDVV/DP*V/0004
Volta Redonda,Links,DCN Ciena
Volta Redonda,Links,VRD/IP/03892
Volta Redonda,Links,VRDSC/VRDSCME/1G/001
Volta Redonda,Links,VRD/IP/02541 - IPV6
Volta Redonda,Links,DCN Datacom
Volta Redonda,Links,VRD/IP/02535 - IPV6
Volta Redonda,Links,VRDSC/RSDVV/DP*V/0004
Volta Redonda,Links,WHATSAPP
Volta Redonda,Links,RJOENME/VRDSCIT/1G/001
Volta Redonda,Links,NETFLIX
Volta Redonda,NOW,NOW
Volta Redonda,NOW,NOW ONLINE
Volta Redonda,NOW,NOW IP
Volta Redonda,Pay TV (Line UP),Não Definido
Volta Redonda,Peering,Não Definido
Volta Redonda,Redundância,Não Definido
Volta Redonda,Segurança,VRD/IP/02558
Volta Redonda,Servidores/Provisionamento,FACEBOOK
Volta Redonda,Servidores/Provisionamento,AKAMAI
Volta Redonda,Servidores/Provisionamento,TV-SERVIDOR MCS
Volta Redonda,Servidores/Provisionamento,SERVIDOR-LDAP
Volta Redonda,Servidores/Provisionamento,FACEBOOK - RMA
Volta Redonda,Servidores/Provisionamento,NETFLIX - RMA
Volta Redonda,Servidores/Provisionamento,GGC
Volta Redonda,Servidores/Provisionamento,NETFLIX
Volta Redonda,Servidores/Provisionamento,GGC - RMA
Volta Redonda,Servidores/Provisionamento,DHCP
Volta Redonda,SoftSwitch,HIQ_RJOAM04
Volta Redonda,SWITCH DE ACESSO,DATACOM
Volta Redonda,SWITCH DE ACESSO,ASGA
Volta Redonda,VHUB (Coletores),Não Definido
Volta Redonda,WiFi - AP,COMMUNITY
Votorantim,Anel Virtua,Não Definido
Votorantim,Backbone IP,ROUTER
Votorantim,Canal Indisponivel,BLOOMBERG
Votorantim,Canal Indisponivel,TV COMUNITÁRIA
Votorantim,Canal Indisponivel,SYFY
Votorantim,Canal Indisponivel,TELECINE CULT HD
Votorantim,Canal Indisponivel,GLOBO HD
Votorantim,Canal Indisponivel,AXN HD
Votorantim,Canal Indisponivel,BBC HD
Votorantim,Canal Indisponivel,TELECINE ACTION HD
Votorantim,Canal Indisponivel,REDE DO BEM
Votorantim,Canal Indisponivel,HBO
Votorantim,Canal Indisponivel,MEGAPIX HD
Votorantim,Canal Indisponivel,AXN
Votorantim,Canal Indisponivel,PREMIERE 6
Votorantim,Canal Indisponivel,BBC EARTH HD
Votorantim,Canal Indisponivel,TELECINE FUN HD
Votorantim,Canal Indisponivel,CANAL RURAL
Votorantim,Canal Indisponivel,TODOS OS CANAIS
Votorantim,Canal Indisponivel,GAZETA
Votorantim,CMTS,CMTS
Votorantim,Energia,Não Definido
Votorantim,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Votorantim,Infra Estrutura,Rede HFC
Votorantim,Infra Estrutura,QUEDA DE ENERGIA-HEADEND
Votorantim,Infra Estrutura,Infraestrutura
Votorantim,Links,SOC/IP/02773
Votorantim,Links,WHATSAPP
Votorantim,Links,NETFLIX
Votorantim,Links,ITU X SOC
Votorantim,Links,SOC/IP/03517
Votorantim,Links,SOC/IP/03518
Votorantim,Links,SOC/IP/02773
Votorantim,Links,TERRA
Votorantim,Links,CAS2FJ/SOCMC/DP*V/0001
Votorantim,Links,INSTAGRAM
Votorantim,Links,BACKBONE
Votorantim,Links,SOC/IP/03663
Votorantim,Links,SOC/IP/03405 - IPV6
Votorantim,Links,SOC/IP/03383 - IPV6
Votorantim,Links,SOC/IP/03232
Votorantim,Links,SOC-IP-03518
Votorantim,Links,SOC/IP/06148 - IPV6
Votorantim,Links,YOUTUBE
Votorantim,Links,PTT
Votorantim,Links,SOC/IP/03665
Votorantim,Links,SOC/IP/03317 - IPV6
Votorantim,Links,SOC/IP/02775
Votorantim,Links,SOC/IP/06147 - IPV6
Votorantim,NOW,NOW
Votorantim,NOW,STREAMER
Votorantim,Pay TV (Line UP),Não Definido
Votorantim,Peering,Não Definido
Votorantim,Redundância,Não Definido
Votorantim,Servidores/Provisionamento,GGC
Votorantim,Servidores/Provisionamento,GGC - RMA
Votorantim,Servidores/Provisionamento,DNS
Votorantim,Servidores/Provisionamento,DHCP
Votorantim,Servidores/Provisionamento,FACEBOOK - RMA
Votorantim,Servidores/Provisionamento,FACEBOOK
Votorantim,Servidores/Provisionamento,AKAMAI
Votorantim,Servidores/Provisionamento,NETFLIX
Votorantim,Servidores/Provisionamento,TV-SERVIDOR MCS
Votorantim,Servidores/Provisionamento,NETFLIX - RMA
Votorantim,Sistemas,URA SCAN
Votorantim,SoftSwitch,NETFONE
Votorantim,SWITCH DE ACESSO,DATACOM
Votorantim,SWITCH DE ACESSO,ASGA
Votorantim,VHUB (Coletores),Não Definido
Votorantim,WiFi - AP,COMMUNITY
Wenceslau Braz,Canal Indisponivel,AXN
Adamantina,Backbone IP,ROUTER
Adamantina,Canal Indisponivel,AXN
Adamantina,CMTS,OLT
Adamantina,Infra Estrutura,REDE FTTH
Adamantina,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Adamantina,Links,GPON.
Adamantina,Links,GPON
Adamantina,Links,BACKBONE
Aguai,Links,GPON
Alagoinhas,Canal Indisponivel,AXN
Alagoinhas,CMTS,ALHTEROLT01
Alagoinhas,CMTS,ALHJPBOLT01
Alagoinhas,Infra Estrutura,REDE FTTH
Alagoinhas,Infra Estrutura,QUEDA DE ENERGIA
Alagoinhas,Links,GPON.
Alagoinhas,Links,GPON
Alagoinhas,Links,BACKBONE
Alagoinhas,Links,IPRAN
Alegrete,Atendimento Digital,Nagra
Alegrete,Backbone IP,Router
Alegrete,Canal Indisponivel,AXN
Alegrete,CMTS,ALGCENOLT01
Alegrete,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Alegrete,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER / HEADEND
Alegrete,Infra Estrutura,REDE FTTH
Alegrete,Links,BACKBONE
Alegrete,Links,PAE NR UGN 0EG DP*V 0011
Alegrete,Links,ENLACE SÃO PAULO PENHA X INGLESES
Alegrete,Links,Gpon
Alegrete,Links,QUEDA DE ENERGIA - REGIÃO
Alegrete,NOW,NOW
Alegrete,SoftSwitch,NETFONE
Aluminio,Backbone IP,Roteador
Aluminio,Canal Indisponivel,AXN
Aluminio,CMTS,AMIVLPOLT02
Aluminio,CMTS,CMTS
Aluminio,Infra Estrutura,REDE FTTH
Aluminio,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Aluminio,Links,AMIOR1C SOCPH 10G 004
Aluminio,Links,AMIOR1C OCO SA DP*V 0001
Aluminio,Links,BACKBONE
Aluminio,Links,AMIOR1C OCO SA DP*V 0003
Aluminio,Links,GPON
Aluminio,Links,AMIOR1C SOC PH 10G 003
Aluminio,Servidores/Provisionamento,NAGIOS
Aluminio,SoftSwitch,NETFONE
Álvares Machado,Backbone IP,Router
Álvares Machado,Canal Indisponivel,AXN
Álvares Machado,CMTS,AMHCTOOLT01
Álvares Machado,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Álvares Machado,Links,GPON
Álvares Machado,Links,BACKBONE
Amparo,Atendimento Digital,Nagra
Amparo,Backbone IP,router
Amparo,Backbone IP,Backbone IP
Amparo,Canal Indisponivel,AXN HD
Amparo,Canal Indisponivel,600 - DISCOVERY KIDS
Amparo,Canal Indisponivel,581 - DISCOVERY CHANNEL
Amparo,Canal Indisponivel,554 - FOOD NETWORK HD
Amparo,Canal Indisponivel,GLOBO NEWS HD
Amparo,Canal Indisponivel,MULTIshow_ HD
Amparo,Canal Indisponivel,HBO
Amparo,Canal Indisponivel,684 - TV NOVO TEMPO HD
Amparo,Canal Indisponivel,TELECINE PIPOCA
Amparo,Canal Indisponivel,TV WA
Amparo,Canal Indisponivel,593 - DISCOVERY WORLD
Amparo,Canal Indisponivel,552 - TLC
Amparo,Canal Indisponivel,GLOBO
Amparo,Canal Indisponivel,TELECINE ACTION
Amparo,Canal Indisponivel,611 - BABY TV
Amparo,Canal Indisponivel,GLOBO HD
Amparo,Canal Indisponivel,CNN BRASIL HD
Amparo,Canal Indisponivel,592 - DISCOVERY THEATER
Amparo,Canal Indisponivel,638 - ID
Amparo,Canal Indisponivel,GNT HD
Amparo,Canal Indisponivel,742 - CANAL BBB
Amparo,Canal Indisponivel,TELECINE ACTION HD
Amparo,Canal Indisponivel,573 - FOX SPORTS HD
Amparo,CMTS,AMPFLSLOT01
Amparo,Infra Estrutura,REDE FTTH
Amparo,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Amparo,Links,NETFONE
Amparo,Links,ENLACE SÃO PAULO PENHA X INGLESES
Amparo,Links,PROTEÇÃO ARO X PDA
Amparo,Links,BACKBONE
Amparo,Links,SATURAÇÃO
Amparo,Links,GPON
Amparo,NOW,NOW
Amparo,Servidores/Provisionamento,DNS
Amparo,SoftSwitch,NETFONE
Andradina,Backbone IP,ROUTER
Andradina,Canal Indisponivel,AXN
Andradina,CMTS,CMTS
Andradina,Infra Estrutura,REDE FTTH
Andradina,Infra Estrutura,QUEDA DE ENERGIA NA REGIÂO
Andradina,Links,BACKBONE
Andradina,Links,GPON
Angra Dos Reis,Links,GPON
Angra Dos Reis,Links,ENLACE SÃO PAULO PENHA X INGLESES
Apucarana,Anel Virtua,Não Definido
Apucarana,Atendimento Digital,Nagra
Apucarana,Backbone IP,ROUTER
Apucarana,Canal Indisponivel,BIS HD
Apucarana,Canal Indisponivel,638 - ID
Apucarana,Canal Indisponivel,592 - DISCOVERY THEATER
Apucarana,Canal Indisponivel,573 - FOX SPORTS HD
Apucarana,Canal Indisponivel,VIVA HD
Apucarana,Canal Indisponivel,PREMIERE 5
Apucarana,Canal Indisponivel,OFF HD
Apucarana,Canal Indisponivel,GLOBOSAT HD
Apucarana,Canal Indisponivel,600 - DISCOVERY KIDS
Apucarana,Canal Indisponivel,581 - DISCOVERY CHANNEL
Apucarana,Canal Indisponivel,CNN BRASIL HD
Apucarana,Canal Indisponivel,AXN HD
Apucarana,Canal Indisponivel,611 - BABY TV
Apucarana,Canal Indisponivel,BBC EARTH HD
Apucarana,Canal Indisponivel,UNIVERSAL TV HD
Apucarana,Canal Indisponivel,PREMIERE 4
Apucarana,Canal Indisponivel,PREMIERE 6
Apucarana,Canal Indisponivel,GLOOB HD
Apucarana,Canal Indisponivel,593 - DISCOVERY WORLD
Apucarana,Canal Indisponivel,552 - TLC
Apucarana,Canal Indisponivel,AXN
Apucarana,Canal Indisponivel,554 - FOOD NETWORK HD
Apucarana,Canal Indisponivel,HBO
Apucarana,Canal Indisponivel,684 - TV NOVO TEMPO HD
Apucarana,Canal Indisponivel,REDE PLENITUDE
Apucarana,Canal Indisponivel,TV WA
Apucarana,Canal Indisponivel,PREMIERE 7
Apucarana,Canal Indisponivel,PREMIERE 2
Apucarana,Energia,Não Definido
Apucarana,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER / HEADEND
Apucarana,Infra Estrutura,REDE FTTH
Apucarana,Infra Estrutura,QUEDA DE ENERGIA NA REGIAO
Apucarana,Infra Estrutura,APUACLOLT01
Apucarana,Links,APS/IP/00212 - IPV6
Apucarana,Links,APS/IP/00209 - IPV6
Apucarana,Links,LDA/IP/01850-(ALL_IP_CONTRIBUTION)
Apucarana,Links,APS/IP/00199
Apucarana,Links,APS/IP/00183
Apucarana,Links,APS/IP/00211 - IPV6
Apucarana,Links,BACKBONE
Apucarana,Links,ENLACE SÃO PAULO PENHA X INGLESES
Apucarana,Links,GPON
Apucarana,Links,APS/IP/00195
Apucarana,Links,APS/IP/00182
Apucarana,Links,APS/IP/00210 - IPV6
Apucarana,Links,LDA/IP/01789
Apucarana,Links,NETFONE
Apucarana,Links,APS/IP/00193
Apucarana,NOW,NOW
Apucarana,Pay TV (Line UP),Não Definido
Apucarana,Peering,Não Definido
Apucarana,Redundância,Não Definido
Apucarana,Servidores/Provisionamento,NETFLIX
Apucarana,Servidores/Provisionamento,FACEBOOK
Apucarana,Servidores/Provisionamento,Nagios
Apucarana,Servidores/Provisionamento,DNS
Apucarana,Servidores/Provisionamento,AKAMAI
Apucarana,Servidores/Provisionamento,NETFLIX - RMA
Apucarana,Servidores/Provisionamento,GGC
Apucarana,Servidores/Provisionamento,TV-SERVIDOR MCS
Apucarana,Servidores/Provisionamento,FACEBOOK - RMA
Apucarana,Servidores/Provisionamento,GGC - RMA
Apucarana,SoftSwitch,CTATF
Apucarana,SWITCH DE ACESSO,DATACOM
Apucarana,SWITCH DE ACESSO,ASGA
Apucarana,VHUB (Coletores),Não Definido
Aquiraz,Backbone IP,ROTEADOR
Aquiraz,Backbone IP,ROUTER
Aquiraz,Canal Indisponivel,AXN
Aquiraz,CMTS,OLT
Aquiraz,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Aquiraz,Infra Estrutura,REDE FTTH
Aquiraz,Links,GPON
Aquiraz,NOW,NOW
Aquiraz,SoftSwitch,NETFONE
Aracoiaba Da Serra,Links,Backbone
Aracruz,Canal Indisponivel,AXN
Aracruz,Infra Estrutura,REDE FTTH
Aracruz,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Aracruz,Links,GPON
Aracruz,Links,RJO HIQ AM 04
Aracruz,Links,BACKBONE
Aracruz,SoftSwitch,RJO HIQ AM 04
Araguaína,Backbone IP,Router
Araguaína,Canal Indisponivel,AXN
Araguaína,Canal Indisponivel,Globo
Araguaína,Infra Estrutura,REDE FTTH
Araguaína,Infra Estrutura,QUEDA DE ENERGIA - REGIÃO
Araguaína,Links,GPON
Araguaína,Links,Router
Araguaína,Links,BACKBONE
Araguaína,Links,GPON1
Araguaína,Links,ARNJOAOLT01
Araguari,Anel Virtua,Não Definido
Araguari,Atendimento Digital,Nagra
Araguari,Backbone IP,ROUTER
Araguari,Canal Indisponivel,PREMIERE 4
Araguari,Canal Indisponivel,600 - DISCOVERY KIDS
Araguari,Canal Indisponivel,PREMIERE 6
Araguari,Canal Indisponivel,GLOOB HD
Araguari,Canal Indisponivel,581 - DISCOVERY CHANNEL
Araguari,Canal Indisponivel,CNN BRASIL HD
Araguari,Canal Indisponivel,AXN HD
Araguari,Canal Indisponivel,684 - TV NOVO TEMPO HD
Araguari,Canal Indisponivel,UNIVERSAL TV HD
Araguari,Canal Indisponivel,PREMIERE 2
Araguari,Canal Indisponivel,593 - DISCOVERY WORLD
Araguari,Canal Indisponivel,BIS HD
Araguari,Canal Indisponivel,552 - TLC
Araguari,Canal Indisponivel,554 - FOOD NETWORK HD
Araguari,Canal Indisponivel,611 - BABY TV
Araguari,Canal Indisponivel,BBC EARTH HD
Araguari,Canal Indisponivel,HBO
Araguari,Canal Indisponivel,REDE PLENITUDE
Araguari,Canal Indisponivel,TV WA
Araguari,Canal Indisponivel,PREMIERE 7
Araguari,Canal Indisponivel,OFF HD
Araguari,Canal Indisponivel,592 - DISCOVERY THEATER
Araguari,Canal Indisponivel,GLOBOSAT HD
Araguari,Canal Indisponivel,TODO LINE UP
Araguari,Canal Indisponivel,638 - ID
Araguari,Canal Indisponivel,AXN
Araguari,Canal Indisponivel,573 - FOX SPORTS HD
Araguari,Canal Indisponivel,VIVA HD
Araguari,CMTS,OLT
Araguari,CMTS,CMTS
Araguari,Energia,Não Definido
Araguari,Infra Estrutura,REDE FTTH
Araguari,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Araguari,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO.
Araguari,Links,ENLACE SÃO PAULO PENHA X INGLESES
Araguari,Links,GPON.
Araguari,Links,RPO TB IT ULA MA 100M 001
Araguari,Links,BACKBONE
Araguari,Links,NETFONE
Araguari,Links,GPON
Araguari,NOW,NOW
Araguari,Pay TV (Line UP),Não Definido
Araguari,Peering,Não Definido
Araguari,Redundância,Não Definido
Araguari,Servidores/Provisionamento,NETFLIX
Araguari,Servidores/Provisionamento,FACEBOOK
Araguari,Servidores/Provisionamento,AKAMAI
Araguari,Servidores/Provisionamento,NETFLIX - RMA
Araguari,Servidores/Provisionamento,ALGAR
Araguari,Servidores/Provisionamento,GGC
Araguari,Servidores/Provisionamento,DHCP
Araguari,Servidores/Provisionamento,GGC - RMA
Araguari,Servidores/Provisionamento,FACEBOOK - RMA
Araguari,Servidores/Provisionamento,TV-SERVIDOR MCS
Araguari,SoftSwitch,BHEHIQES02
Araguari,SWITCH DE ACESSO,DATACOM
Araguari,SWITCH DE ACESSO,ASGA
Araguari,VHUB (Coletores),Não Definido
Ararangua,Canal Indisponivel,AXN
Ararangua,CMTS,OLT
Ararangua,Infra Estrutura,REDE HFC
Ararangua,Infra Estrutura,QUEDA DE ENERGIA - DATACENTER / HEADEND
Ararangua,Infra Estrutura,REDE FTTH
Ararangua,Links,Gpon.
Ararangua,Links,Links.
Ararangua,Links,BACKBONE
Ararangua,Links,GPON
Ararangua,NOW,Now
Ararangua,SoftSwitch,NETFONE
Araxa,Backbone IP,ROUTER
Araxa,Canal Indisponivel,AXN
Araxa,CMTS,OLT
Araxa,Infra Estrutura,REDE FTTH
Araxa,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Araxa,Links,GPON
Araxa,Links,BACKBONE
Araxa,Links,GON
Araxa,SoftSwitch,BHEHIQES02
Ariquemes,Backbone IP,ROUTER
Ariquemes,Canal Indisponivel,AXN
Ariquemes,CMTS,OLT
Ariquemes,Infra Estrutura,REDE FTTH
Ariquemes,Infra Estrutura,QUEDA DE ENERGIA
Ariquemes,Infra Estrutura,QUEDA DE ENERGIA NA REGIÃO
Ariquemes,Links,GPON
Ariquemes,Links,BACKBONE
Ariquemes,Servidores/Provisionamento,SERVIDOR DHCP
Armação dos Búzios,Atendimento Digital,MEGAPIX HD
Armação dos Búzios,Atendimento Digital,Nagra
Armação dos Búzios,Atendimento Digital,TELECINE PIPOCA HD
Armação dos Búzios,Backbone IP,ROUTER
